start_time;end_time;duration_ms;direction_class;speedA;speedB;GPIO1;GPIO2;GPIO3;GPIO4
1751443384846;1751443384998;152;stop;0;60;0;0;0;0
1751443385662;1751443385843;181;stop;0;60;0;0;0;0
1751443385843;1751443385961;118;stop;60;60;0;0;0;0
1751443385961;1751443386151;190;stop;0;60;0;0;0;0
1751443386576;1751443386716;140;stop;0;60;0;0;0;0
1751443386716;1751443386818;102;stop;60;60;0;0;0;0
1751443386818;1751443387050;232;stop;0;60;0;0;0;0
1751443388044;1751443388170;126;stop;0;60;0;0;0;0
1751443388170;1751443388297;127;stop;60;60;0;0;0;0
1751443388719;1751443389001;282;stop;60;60;0;0;0;0
1751443393900;1751443394042;142;stop;60;60;0;0;0;0
1751443394042;1751443394156;114;stop;0;60;0;0;0;0
1751443394967;1751443395093;126;stop;0;60;0;0;0;0
1751443396833;1751443396990;157;stop;0;60;0;0;0;0
1751443398977;1751443399264;287;stop;60;60;0;0;0;0
1751443399264;1751443399424;160;stop;0;60;0;0;0;0
1751443400503;1751443400616;113;stop;0;60;0;0;0;0
1751443401433;1751443401623;190;stop;0;60;0;0;0;0
1751443401768;1751443401886;118;stop;0;60;0;0;0;0
1751443403898;1751443404196;298;stop;60;60;0;0;0;0
1751443404196;1751443404321;125;stop;60;0;0;0;0;0
1751443405036;1751443405153;117;stop;60;0;0;0;0;0
1751443405153;1751443405344;191;stop;60;60;0;0;0;0
1751443405630;1751443405756;126;stop;60;60;0;0;0;0
1751443405756;1751443405922;166;stop;0;60;0;0;0;0
1751443406719;1751443406835;116;stop;0;60;0;0;0;0
1751443407361;1751443407607;246;stop;0;60;0;0;0;0
1751443407807;1751443407921;114;stop;0;60;0;0;0;0
1751443410914;1751443411199;285;stop;0;60;0;0;0;0
1751443412653;1751443412764;111;stop;0;60;0;0;0;0
1751443413942;1751443414061;119;stop;60;0;0;0;0;0
1751443417373;1751443417487;114;stop;0;60;0;0;0;0
1751443418110;1751443418270;160;stop;0;60;0;0;0;0
1751443418456;1751443418570;114;stop;0;60;0;0;0;0
1751443420610;1751443420760;150;stop;0;60;0;0;0;0
1751443422045;1751443422158;113;stop;0;60;0;0;0;0
1751443423318;1751443423485;167;stop;60;60;0;0;0;0
1751443423485;1751443423691;206;stop;0;60;0;0;0;0
1751443424995;1751443425109;114;stop;0;60;0;0;0;0
1751443426725;1751443426997;272;stop;60;60;0;0;0;0
1751443426997;1751443427098;101;stop;60;0;0;0;0;0
1751443428745;1751443428865;120;stop;60;60;0;0;0;0
1751443428865;1751443428966;101;stop;0;60;0;0;0;0
1751443429603;1751443429720;117;stop;0;60;0;0;0;0
1751443429720;1751443429900;180;stop;60;60;0;0;0;0
1751443430147;1751443430370;223;stop;60;60;0;0;0;0
1751443430370;1751443430477;107;stop;0;60;0;0;0;0
1751443432122;1751443432380;258;stop;60;60;0;0;0;0
1751443432380;1751443432676;296;stop;0;60;0;0;0;0
1751443433625;1751443433737;112;stop;0;60;0;0;0;0
1751443435002;1751443435288;286;stop;60;60;0;0;0;0
1751443435288;1751443435502;214;stop;0;60;0;0;0;0
1751443435737;1751443435853;116;stop;0;60;0;0;0;0
